id,title,Ingredients,Directions,numberofsteps,recipe_id
3766,Dutch Potato Soup,"=
* 6 medium [[potato]]es
* 1 tbsp [[salt]]
* 1 tbsp [[butter]], melted
* 2 tbsp [[flour]]
* 1 [[egg]]
* 2 cups [[milk]]
* å_ cup [[vinegar]]
* 12 slices [[bacon]], fried, drained and crumbled.
* å_ cup [[parsley]], chopped
","== Directions ==
# Pare and cut each [[Potato]] in 6 pieces. 
# Cook in salted [[water]] to cover until tender; do not drain. 
# Blend [[butter]], [[flour]], [[egg]] and [[milk]]. 
# Add gradually to hot potato water. 
# Heat again til boiling, remove from heat, add [[vinegar]]. 
# Serve in soup plates containing chopped fried [[bacon]]. 
# Garnish with [[parsley]]
",7,40
3868,Chicken Moskva,"
* 1 frying [[chicken]], cut up
* å_ cup [[margarine]]
* 4 [[green onion]]s; thinly sliced
* 1 [[tomato]]; diced
* å_ cup boiling [[water]]
* 2 tbsp chopped [[parsley]]
* å_ tsp [[granulated sugar|sugar]]
* [[salt]], [[pepper]]
* å_ cup [[sour cream]]
* 1 tsp [[flour]]
* å_ tsp [[paprika]]
* [[thyme]] to taste
","== Directions ==
# Rub [[chicken]] with [[salt]] and [[pepper]].
# Heat [[margarine]]; brown [[chicken]] on both sides; add boiling [[water]]; cover and cook 30 minutes or until [[chicken]] is done.
# Remove [[chicken]] from pan; keep hot.
# To the juices in pan, add [[onion]]s; cook until soft.
# (save a bit for garnish from the green tops).
# Add [[tomato]]es; cook until soft as mush; add [[thyme]] and [[parsley]].
# [[salt]] and [[pepper]] if needed.
# Mix [[sour cream]], [[flour]], [[paprika]]; add to [[onion]]s and [[salt]].
# Cook until thick; spoon over [[chicken]] and serve.
# Sometimes, due to extenuating weather conditions, the sauce will not thicken enough; when this happens, just swallow your pride and pour over [[chicken]] anyway; it will still taste great.
  
",10,41
3918,Gnocchi (Njoki),"
* 2 lb [[potato]]es; cooked &amp; mealed
* 1 1/2 lb [[flour]]
* 2 [[egg]]s
* 2 tb Soy [[oil]]
* 1 1/2 ts [[salt]]
","== Directions ==
# Mix all the ingredients and roll to about 3 inches in diameter.
# Cut off a good double-fistful, aobut a fourth.
# On dry flour-powdered surface, roll out to about 3/4 inch round, cut into pieces 1-1/4 inches long.
# To make interesting pattern, roll the pieces along the underside of a larger grating surface.
With finger pressure the piece takes on a shell-like look. Any deep-textured surface, such as a wide mesh colander or sieve will also do.
# Zagrebcanke shape the pieces in their hands like a large [[chocolate]] drop and with the thumb concave the underside. Dalmatinke roll the little pieces in their hands, and fold over, and make 1/2 pretzels (these they sometimes deep-fry and serve with broiled meat).
# Maintain a [[flour]] dusting to your pieces as you work with them.
# Bring 3 quarts of [[water]], with 2 tablespoons [[salt]], to hard boil.
# Add about 1/3 of your [[gnocchi]] to pot and cook for about 5 minutes. They're about done when
they float to the surface.
# Place in serving dish with a bit of your favorite [[tomato]], [[spaghetti]] or meat sauce.
# Proceed thusly with the other two-thirds of your [[gnocchi]].
# Serve with your meat and/or sauce; sprinkle with [[Parmesan cheese]].
__NOTOC__
",11,42
3920,Croatian-style Polenta,"
* 2 qt [[water]]
* 1 tbsp [[salt]]
* 2 cups yellow [[cornmeal]] (polenta)
* å_ cup [[butter]]
* å_ cup [[Parmesan cheese]]
 
","== Directions ==
# Bring salted [[water]] to boil; add polenta, stirring constantly with a wooden spoon.
# Add [[butter]] and [[cheese]]; cook over low heat, stirring continuously for 25 minutes.
# Polenta can be served with Italian sauce, or rinse a shallow baking dish with cold [[water]], pour in polenta mixture, spreading so it is å_ inch thick.
# Cover; cut into 2 inch squares; saute in å_ cup [[butter]] over moderate heat, turning 3 or 4 times until lightly browned and serve as a starch with any kind of meat.
",4,43
3924,Potato-Leek-Mushroom Soup,"
* 2 medium [[leek]]s, å_ inch slices
* 3 [[potato]]es, å_ inch diced
* 5 cups [[water]] or stock
* 1 cup onion chopped
* 3 cloves [[garlic]], minced
* 2 tablespoons [[butter]]/olive oil
* [[salt]]
* [[pepper]]
* 4 tablespoons fresh dill,chopped
* 1 cup [[milk]] '''or''' å_ cup [[cream]]
","== Directions ==
# Heat [[butter]] in large stock pot over low heat.
# Cook onion and [[garlic]] until tender.
# Add [[potato]] and leeks- cook for 10 minutes, uncovered, stirring occasionally.
# Add stock ,dill, [[salt]] and [[pepper]] and bring to boil.
# Reduce to simmer for 15 minutes, or until [[potato]] is tender.
# Whizz with blender stick for 30 seconds or blender in batches (careful with hot in blender) Leave chunky.
# Add [[cream]] or [[milk]] and adjust [[salt]] and [[pepper]] to taste.
# Serve with croutons and fresh dill, chopped.
",8,44
3964,Hawaiian Tea Cookies,"=
* 3 1/2 cups [[flour]]
* 1 1/2 teaspoons [[salt]]
* 1 teaspoon [[baking soda]]
* 1 cup [[butter]]
* 2 cups [[Granulated sugar|Sugar]]
* 2 [[egg]]s
* 2 tablespoons [[lemon juice]]
* 4 teaspoons [[vanilla]]
* 2 cups shredded [[coconut]]
","== Directions ==
# Combine dry ingredients and set aside. [[cream]] [[butter]] and [[Granulated sugar|Sugar]] until fluffy. 
# Beat in [[egg]]s, [[lemon juice]] and [[vanilla]]. 
# Add [[flour]] and [[coconut]] until well blended. 
# Shape into (4) 2&amp;nbsp;inch rolls. Roll in colored [[Granulated sugar|Sugar]]. 
# Wrap in plastic wrap and chill at least 4 hours. 
# With a sharp knife, saw into 1/4&amp;nbsp;inch slices. 
# Bake at 375 degrees for 10‰ÛÒ 12 minutes, or until slightly browned.
== See also ==
",7,45
3990,Appelkoek,"
* 2 medium [[apple]]s
* 1å_ cups [[flour]]
* 3å_ tsp [[baking powder]]
* å_ tsp [[salt]]
* 6 tbsp [[granulated sugar]], divided
* å_ cup [[margarine]] or [[butter]]
* 1 [[egg]], well beaten
* å_ cup [[milk]]
* å_ tsp ground [[cinnamon]]
","== Directions ==
# Peel and cut [[apple]]s into eighths (wedges).
# Sift together [[flour]], [[baking powder]] and [[salt]] with 4 tablespoons of the [[granulated sugar|sugar]].
# Cut in [[butter]]/[[margarine]].
# Combine [[egg]] and [[milk]] and add to [[flour]] mixture.
# Turn batter into greased 8 inch square cake pan.
# Press [[apple]] wedges partly into batter.
# Combine remaining 2 tbsp [[granulated sugar|sugar]] and [[cinnamon]], sprinkle over [[apple]].
# Bake at 425&amp;nbsp;å¡F for 25 to 30 minutes.
",8,46
4022,Scottish Shortbread,"
* 1 cup [[butter]], softened
* å_ cup [[granulated sugar]]
* å_ cup firmly packed [[brown sugar]]
* å_ teaspoon [[salt]]
* å_ teaspoon [[vanilla]]
* 2 tablespoons white [[cornmeal]]
* 1å_ cups [[all-purpose flour]]
","== Directions ==
# Place rack in center of oven.
# Preheat oven to 330å¡F.
# [[cream]] [[butter]] with sugars until light and fluffy.
# Add [[salt]], [[vanilla]] and [[cornmeal]] and beat until combined well.
# Add [[flour]], å_ cup at a time, beating until just combined.
# Divide dough into 4 balls and on each of 2 baking sheets, press 2 of the balls into 5 inch rounds.
# With fork tines, score each round into 6 wedges and prick edges decoratively.
# Bake for 20 ‰ÛÒ 30 minutes, or until shortbread is just firm.
# Cut halfway through each round along prick marks and transfer to racks to cool.
",9,47
4194,Dutch Pancake with Spiced Apples,"
* 4 [[egg]]s 
* 1 cup [[milk]] 
* å_ cup [[flour]] 
* å_ teaspoon [[salt]] 
* 1 tablespoon [[granulated sugar|sugar]] 
* 3 tablespoons [[butter]], softened 
* 2 large [[apple]]s, peeled and cored 
* 2 tablespoons [[butter]] 
* å_ cup [[brown sugar]] 
* 1 teaspoon [[cinnamon]] 
* 1 teaspoon [[ginger]]
","== Directions ==
# Preheat oven to 425å¡F. 
# Whisk first 5 ingredients in a large bowl until just mixed. 
# Place [[butter]] in a 10 inch ovenproof skillet, on the stove top, until sizzling, about 2 minutes. 
# Pour the batter into the skillet and place in the oven; bake for 20 ‰ÛÒ 25 minutes or until puffed and golden. 
# Meanwhile, slice [[apple]]s into 12 sections. 
# Melt [[butter]] in a saute pan, over medium-low heat. 
# Add spices and stir together, add [[apple]] slices and saute until softened, about 5 minutes. 
# Turn off heat, cover and reserve. 
# Remove pancakes from oven and serve immediately with the warm spiced [[apple]]s. 
# The pancake will not stay puffed for more than a few minutes. 
",10,48
4215,Hete Bliksem,"
* å_ lb tart green [[apple]]s
* å_ lb sweet red [[apple]]s
* [[water]]
* 1 lb [[potato]]es
* 1å_ tablespoons [[butter]]
* [[salt]]
* ground [[cloves]]
* [[milk]] (as needed) 
","== Directions ==
# Peel, core and chop green [[apple]]s.
# Place green [[apple]]s in a pan with [[water]] and simmer 20 minutes.
# Peel, core and chop green red [[apple]]s and [[potato]]es.
# Add the red [[apple]]s and the [[potato]]es.
# Cook an additional 30 minutes.
# Drain then mash all together.
# Add [[butter]], [[salt]] and cloves.
# Add [[milk]] as needed. 
",8,49
4230,Chocoladevla,"=
* 3 cups [[milk]]
* 3 tablesp. [[cornstarch]]
* 28gr. [[cocoa]]
* 6 tablesp. [[Granulated sugar|Sugar]]
","== Directions ==
# Mix some [[milk]] with the [[cocoa]] and the [[cornstarch]] till there are no more lumps.
# Heat the remaining [[milk]].
# Add the [[cocoa]] mix and mix well until smooth (it may be difficult to get rid of the lumps).
# Let the mix cook well (watch out that it doesn't burn) for about 3 minutes.
# Add the [[Granulated sugar|Sugar]] to the vla.
# Let cool.
# After it has cooled, mix it well with a hand mixer (till all lumps are gone)
# Pour in pudding bowls.
# Refrigerate.
# Serve with fresh [[whipped cream]].
== See also ==
",10,50
4233,Grilled Mangos with Ginger,"
* 1/3 cup brown sugar
* 2/3 cup [[water]]
* 2 inches [[ginger]]root, sliced thin
* 3 ripe mangoes, peeled, pitted, and sliced
* 3 tablespoons [[butter]] or [[margarine]]
","== Directions ==
# Combine [[Granulated sugar|Sugar]], [[water]], and [[ginger]] in a small pot and cook until the [[Granulated sugar|Sugar]] is dissolved.
# Remove and let cool; when the syrup is completely cooled, remove and discard the [[ginger]].
# Brush the [[mango]] slices with melted [[butter]] and grill until slightly charred (2-3 minutes), turning once.
# Place the [[mango]]s in a bowl, add the syrup, cover and let cool.
# When ready to serve, break the [[mango]] into bite-sized chunks; garnish with [[mint]] sprigs if desired.
",5,51
4237,MandelbrÌüd,"
* 3 [[eggs]] ‰ÛÓ beaten
* å_ cup [[granulated sugar|sugar]]
* 2 teaspoons [[baking powder]]
* 1å_ cups [[flour]] ‰ÛÓ sifted
* å_ cup blanched [[almond]]s ‰ÛÓ chopped
","== Directions ==
# Add [[granulated sugar|sugar]] to the beaten eggs and beat until very thick.
# Add sifted [[flour]] with the [[baking powder]].
# Blend in the chopped [[almond]]s and mix well.
# Place in a greased loaf pan and bake 45 minutes in a preheated moderate oven (375å¼F).
# Frost with a powdered-[[granulated sugar|sugar]] glaze if so desired.
{{DEFAULTSORT:Mandelbrod}}
",5,52
4239,Mandelskorpor,"
* 2 [[egg]]s
* 1 cup [[brown sugar]]
* 7 tablespoons soft [[butter]] -- creamed
* 3 tablespoons [[almond]]s -- slivered
* 3 cups [[flour]]
* 1 teaspoon [[baking powder]]
* [[salt]]
","== Directions ==
# Beat [[egg]]s and [[granulated sugar|sugar]] together until light.
# Add the creamed [[butter]] and the [[almond]]s.
# Sift dry ingredients and add a little at a time to first mixture, beating well after each addition.
# Spread the dough 1å_ inches thick on a lightly buttered [[baking sheet]].
# Bake in a preheated 375å¡F oven 15 minutes.
# Remove from [[baking sheet]] and cut rusk diagonally into pieces å_ inch thick.
# Cool.
__NOTOC__
",7,53
4315,Bagt Kartoffelrand,"
* 2 cups [[potato]]es ‰ÛÓ grated
* å_ cup melted [[butter]]
* 2 [[egg]]s ‰ÛÓ beaten
* 1 teaspoon [[onion]] ‰ÛÓ grated
* 1 teaspoon [[salt]]
* å_ teaspoon [[paprika]]
* å_ cup [[milk]]
* å_ cup sharp [[cheddar]] cheese ‰ÛÓ grated
","== Directions ==
# Combine grated raw [[potato]]es with melted [[butter]], beaten [[egg]]s, [[onion]], [[salt]] and [[paprika]], and mix well.
# Place in a well buttered baking dish and pour the [[milk]] over mixture.
# Bake 40 minutes in a preheated 350å¼F oven.
# Remove from oven and sprinkle with grated [[cheese]].
# Return to oven and bake until [[cheese]] has melted and browned.
",5,54
4328,Varm KÌ´lstuvning,"
* 1 head [[cabbage]]
* 1 [[egg]]
* 2 tablespoons [[flour]]
* å_ teaspoon [[salt]]
* 1 teaspoon dry [[mustard]]
* 2 teaspoons [[granulated sugar|sugar]]
* å_ teaspoon [[white pepper]]
* 2 tablespoons [[butter]]
* å_ cup [[milk]]
* å_ cup [[vinegar]]
","== Directions ==
# Shred the [[cabbage]].
# Beat the [[egg]] in a bowl.
# Mix in the [[flour]], [[salt]], [[mustard]], [[granulated sugar|sugar]] and [[pepper]] until smooth.
# Melt the [[butter]] in the top of a double boiler over boiling [[water]] and stir in [[egg]] mixture and [[milk]].
# Slowly add the [[vinegar]], beating constantly, and cook 5 minutes, or until sauce is thick.
# Cook [[cabbage]] in salted [[water]] to cover for 6 minutes.
# Do not overcook. [[Cabbage]] should be crisp.
# Drain well.
# Mix [[cabbage]] and sauce and serve hot.
",9,55
4494,Irish Potato Farls,"
* 4 [[potato]]es
* 1 cup all purpose [[flour]]
* 4 teaspoon [[vegetable oil]]
* 2 tablespoons [[butter]], melted
* å_ teaspoon [[salt]] 
","== Directions ==
# Wash [[potato]]es and peel.
# Cut into halves then place in a large saucepan filled with [[water]].
# Bring to a boil. Cover the saucepan and let simmer over low heat for 20‰ÛÒ30 minutes or until [[potato]]es are tender.
# Drain [[water]]. Add [[butter]]. Mash [[potato]]es thoroughly.
# Add in [[flour]] and [[salt]].
# Take half of the mixture and place it on a lightly floured surface.
# Knead until smooth and roll flat, about å_ inch thick. Cut into quarters and set aside.
# Repeat with the remaining dough.
# Heat 2 teaspoons [[oil]] in a nonstick pan over medium-high heat.
# Cook the dough quarters for 2 minutes on each side or until golden brown.
# Add [[oil]] if needed. 
__NOTOC__
",11,56
4590,Porkkanalaatikko,"
* 1.5 dl (3/4 c) [[rice]]
* å_ l (1 pt) [[water]]
* å_ l (1 pt) [[milk]]
* å_ kg (1 lb) [[carrot]]s
* å_ Tbs [[salt]]
* 1 Tbs [[brown sugar]]
* 2 [[egg]]s, beaten
* bread crumbs
* [[butter]] or [[margarine]]
","== Directions ==
# Cook the [[rice]] first in [[water]], then add the [[milk]]. Let simmer till soft and sticky. Cool.
# Rinse, peal and grate the [[carrot]]s.
# Add to the [[carrot]]s the seasonings and the beaten [[egg]]s.
# Add this mixture to the [[rice]].
# Pour onto a greased baking dish, sprinkle bread brumbs on top and garnish with dots of [[butter]] or [[margarine]]. Bake in a 200&amp;nbsp;å¡C (400&amp;nbsp;å¡F) oven for 40 mins.
",5,57
4600,Riisipuuro,"
* 1 quart [[water]]
* 1å_ cups [[rice]] (long-cooking, &quot;pudding [[rice]]&quot; if available)
* 3 cups [[milk]]
* å_ tsp [[salt]]
","== Directions ==
# Place the [[rice]] in hot [[water]], bring to boil and let simmer.
# Add [[milk]] and bring to boil, then let simmer till very soft and sticky, at least 40 minutes.
# Stir often to avoid scorching.
# Add [[salt]].
# Serve either with [[luumukiisseli]] or [[granulated sugar|sugar]], [[cinnamon]] and [[milk]].
",5,58
4761,Irish Apple Fritters,"=
* 5 ounces [[flour]]
* 5 ounces [[water]]
* 1/4 teaspoon [[salt]]
* 2 [[egg]]s (separate yolks and whites)
* 1 tablespoon melted [[butter]]
* 2 large cooking [[Apple]]s
* 4 ounces [[Granulated sugar|Sugar]]
* [[lemon juice]]
* [[oil]] for deep frying
","== Directions ==
# Make batter ahead of time, at least 1 hour before cooking. 
# Sift [[flour]] and [[salt]] in a large bowl. 
# Add melted [[butter]], some [[water]] and [[egg]] yolks. 
# Beat until mixture is smooth. Add the rest of the [[water]]. 
# Let batter stand for an hour. 
# When ready to cook the fritters, beat [[egg]] whites until stiff and fold into batter mix. 
# Peel, core and slice [[Apple]]s (1/2 inch thick). Dip in and coat [[Apple]]s with the batter. 
# Deep fry in very hot [[oil]]. [[Apple]] fritters are done when they turn golden. 
# Drain fritters on absorbent paper. 
# Sprinkle with [[Granulated sugar|Sugar]] and [[lemon juice]] before serving. Makes 4 servings.
== See also ==
",10,59
4775,LÌ_su BrÌ¼nterta,"
* 500 g [[flour]]
* 350 g [[granulated sugar|sugar]]
* 250 g [[margarine]] or [[butter]]
* 2 [[egg]]s
* 3 tsp ground [[cloves]]
* 3 tsp [[cinnamon]]
* 2 tsp [[baking soda]]
* 2 tbsp dark [[cocoa]]
* as needed [[milk]] 
","== Directions ==
# Cream together the [[granulated sugar|sugar]] and softened [[margarine]] or [[butter]].
# Mix in the [[egg]]s.
# Sift the [[flour]] with the spices, [[baking soda]] and [[cocoa]].
# Add to the [[margarine]] mix, one tablespoonful at a time.
# Alternate with splashes of [[milk]], and mix well in between (dough should be medium thick).
# Pour into cake tins and bake at 190å¡C until firm.
# Cool. 
",7,60
